City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,sittwe,20.15,92.9,26.51,80,100,3.73,MM,1698416529
357,sablayan,12.8346,120.769,27.45,79,11,1.62,PH,1698416529
358,satsuma,30.8532,-88.0561,23.12,67,0,2.44,US,1698416529
359,adrar,20.5022,-10.0711,36.26,13,0,5.7,MR,1698416529
360,blenheim,-41.516,173.9528,2.51,90,8,2.79,NZ,1698416529
361,tomatlan,19.9333,-105.25,23.26,88,16,0.88,MX,1698416529
362,toliara,-23.35,43.6667,26.6,55,26,8.36,MG,1698416529
363,sao vicente,-23.9631,-46.3919,29.1,62,91,1.34,BR,1698416530
364,nuku'alofa,-21.1333,-175.2,22.19,78,40,5.66,TO,1698416530
365,moussoro,13.6408,16.4901,37.44,10,84,2.69,TD,1698416530
366,male,4.1748,73.5089,28.06,77,70,5.57,MV,1698416402
367,beyneu,45.3167,55.2,16.31,59,100,3.56,KZ,1698416530
368,jiuquan,39.7432,98.5174,13.11,22,0,3.09,CN,1698416530
369,tadine,-21.55,167.8833,24.06,92,64,4.33,NC,1698416530
370,kulhudhuffushi,6.6221,73.07,28.06,76,86,4.37,MV,1698416530
371,labrador city,52.9463,-66.9114,-2.05,86,100,2.57,CA,1698416531
372,sinan,34.8262,126.1086,12.06,68,0,6.65,KR,1698416531
373,pisco,-13.7,-76.2167,22.03,73,100,2.06,PE,1698416531
374,jinchang,38.4953,102.1739,12.65,25,0,1.85,CN,1698416531
375,norrtalje,59.758,18.705,4.35,95,100,3.59,SE,1698416531
376,harsin,34.2721,47.5861,19.45,28,11,1.96,IR,1698416531
377,wenchang,30.904,118.4887,19.46,74,100,2.81,CN,1698416531
378,kingscliff,-28.2667,153.5667,16.54,60,97,7.93,AU,1698416532
379,miramichi,47.0043,-65.4654,9.7,97,100,2.93,CA,1698416532
380,ejirin,6.6142,3.9002,31.05,60,36,3.97,NG,1698416532
381,necochea,-38.5473,-58.7368,22.9,49,3,7.29,AR,1698416532
382,tucupita,9.0622,-62.051,30.65,63,99,2.77,VE,1698416532
383,katsuura,35.1333,140.3,19.42,64,1,5.1,JP,1698416532
384,tofol,5.3248,163.0078,28.49,70,77,3.5,FM,1698416533
385,antsiranana,-12.2787,49.2917,27.6,64,18,4.49,MG,1698416239
386,uglegorsk,49.0833,142.0333,7.0,80,80,1.32,RU,1698416533
387,hotan,37.0997,79.9269,15.76,20,1,1.3,CN,1698416533
388,ouddorp,51.8117,3.9347,12.99,87,100,8.4,NL,1698416502
389,eirunepe,-6.6603,-69.8736,31.93,53,79,1.8,BR,1698416533
390,puerto aysen,-45.4,-72.7,7.77,97,100,4.24,CL,1698416533
391,serowe,-22.3833,26.7167,35.62,7,0,4.03,BW,1698416533
392,sandnessjoen,66.0217,12.6316,2.06,80,75,2.57,NO,1698416534
393,newman,37.3138,-121.0208,6.27,56,43,1.13,US,1698416534
394,kondagaon,19.6,81.6667,18.59,67,1,2.15,IN,1698416534
395,akkol',48.7833,53.2,2.2,100,100,5.93,KZ,1698416534
396,aral,40.5156,81.2636,16.35,19,100,1.61,CN,1698416534
397,podu turcului,46.2,27.3833,22.25,41,100,8.31,RO,1698416534
398,kilindoni,-7.9139,39.6668,27.64,75,99,4.97,TZ,1698416534
399,kyshtovka,56.555,76.6271,-2.59,79,14,7.15,RU,1698416535
400,santyoku,37.4406,129.1708,12.41,74,59,1.56,KR,1698416535
401,zima,53.9202,102.0442,1.22,90,100,4.99,RU,1698416535
402,tura,25.5198,90.2201,19.93,81,0,1.23,IN,1698416535
403,lydenburg,-25.0978,30.4597,29.2,23,58,3.03,ZA,1698416343
404,porto novo,6.4965,2.6036,30.9,60,47,3.94,BJ,1698416535
405,walvis bay,-22.9575,14.5053,18.53,72,75,5.66,NA,1698416535
406,les anglais,18.3054,-74.2197,28.87,65,5,1.19,HT,1698416536
407,namtsy,62.7161,129.6658,-11.04,96,99,2.69,RU,1698416536
408,al kharijah,25.4514,30.5464,35.15,18,100,5.09,EG,1698416536
409,nova vicosa,-17.8919,-39.3719,23.68,93,100,3.65,BR,1698416536
410,uspenskoye,44.8311,41.3927,19.91,54,31,4.93,RU,1698416536
411,fairbanks,64.8378,-147.7164,-9.75,86,0,2.06,US,1698416503
412,baruun-urt,46.6806,113.2792,6.41,31,22,3.03,MN,1698416536
413,guerrero negro,27.9769,-114.0611,17.39,78,39,4.32,MX,1698416537
414,poshekhon'ye,58.4993,39.1353,-2.1,91,100,4.76,RU,1698416537
415,zaysan,47.4667,84.8667,2.96,96,100,3.35,KZ,1698416537
416,moa,20.6569,-74.9403,27.55,61,98,5.94,CU,1698416537
417,gizo,-8.103,156.8419,27.04,77,100,3.7,SB,1698416537
418,kita,13.0349,-9.4895,38.53,15,81,1.09,ML,1698416538
419,antanifotsy,-19.65,47.3167,20.48,66,88,3.77,MG,1698416538
420,sekong,-6.3996,106.0252,24.72,89,47,0.51,ID,1698416538
421,bembereke,10.2283,2.6634,35.1,26,34,1.01,BJ,1698416344
422,sao joao da barra,-21.6403,-41.0511,24.05,91,100,3.53,BR,1698416538
423,santa cruz,-17.8,-63.1667,27.7,74,75,9.26,BO,1698416483
424,roma,43.2128,-75.4557,21.48,71,100,2.57,US,1698416538
425,prado,-17.3411,-39.2208,24.47,88,100,1.81,BR,1698416538
426,kyren,51.6828,102.1408,8.3,58,92,1.34,RU,1698416538
427,lanark,55.6737,-3.7817,11.69,84,100,5.38,GB,1698416539
428,fale old settlement,-9.3852,-171.2468,28.02,79,100,4.39,TK,1698416539
429,nova sintra,14.8667,-24.7167,25.49,74,53,6.71,CV,1698416539
430,catriel,-37.8791,-67.7956,22.26,18,1,3.68,AR,1698416244
431,temiskaming shores,47.4938,-79.7153,5.89,97,100,1.06,CA,1698416539
432,greenville,35.6127,-77.3663,22.29,86,0,0.0,US,1698416539
433,la ronge,55.1001,-105.2842,-4.86,86,75,2.06,CA,1698416539
434,la tuque,47.4334,-72.7824,13.14,100,100,2.06,CA,1698416540
435,san rafael del sur,11.8485,-86.4384,26.54,88,100,2.61,NI,1698416540
436,suleja,9.1758,7.1808,31.55,41,13,1.99,NG,1698416540
437,dunedin,-45.8742,170.5036,7.11,68,30,8.49,NZ,1698416540
438,bucak,37.4592,30.595,26.29,33,64,3.26,TR,1698416384
439,thames,-37.1333,175.5333,8.53,61,100,2.66,NZ,1698416540
440,caleta de carquin,-11.0925,-77.6267,19.55,82,95,2.72,PE,1698416540
441,parsabad,39.6482,47.9174,22.18,60,0,2.06,IR,1698416540
442,chiredzi,-21.05,31.6667,35.56,19,0,3.69,ZW,1698416541
443,zyryanovsk,49.7386,84.2719,-0.8,63,1,1.57,KZ,1698416407
444,altay,47.8667,88.1167,4.33,90,100,1.96,CN,1698416541
445,arkalyk,50.2486,66.9114,0.67,45,100,2.71,KZ,1698416541
446,igrim,63.1906,64.4162,-6.46,69,36,1.44,RU,1698416541
447,new norfolk,-42.7826,147.0587,7.62,97,83,1.28,AU,1698416541
448,punta del este,-34.9667,-54.95,23.06,38,0,3.6,UY,1698416541
449,chimbarongo,-34.7,-71.05,14.29,66,15,1.92,CL,1698416542
450,peace river,56.2501,-117.286,-3.83,74,75,1.03,CA,1698416542
451,arklow,52.7931,-6.1414,13.38,84,100,4.98,IE,1698416542
452,birao,10.2849,22.7882,31.84,43,100,1.6,CF,1698416542
453,assare,-6.8744,-39.875,34.7,30,39,3.57,BR,1698416542
454,baissa,7.2333,10.6333,31.31,59,46,1.69,NG,1698416542
455,kristiansund,63.1115,7.732,4.03,52,0,3.6,NO,1698416542
456,bandarbeyla,9.4942,50.8122,27.13,81,100,6.29,SO,1698416543
457,jenbach,47.4013,11.7406,10.55,83,14,1.14,AT,1698416543
458,mayna,54.1135,47.6231,-0.45,95,100,5.73,RU,1698416543
459,sur,22.5667,59.5289,28.61,63,6,1.92,OM,1698416543
460,howrah,22.5892,88.3103,27.0,74,20,1.54,IN,1698416543
461,sivrice,38.4482,39.3084,19.56,40,75,5.14,TR,1698416543
462,aykhal,66.0,111.5,-8.44,95,100,9.58,RU,1698416543
463,selibaby,15.159,-12.1829,39.42,9,100,2.7,MR,1698416544
464,ploudalmezeau,48.5333,-4.65,14.21,77,75,8.75,FR,1698416544
465,zaraza,9.3503,-65.3245,30.05,65,100,2.03,VE,1698416544
466,scottburgh,-30.2867,30.7532,21.57,83,95,9.65,ZA,1698416544
467,ebon,4.582,168.6964,27.35,77,96,2.7,MH,1698416544
468,port saint john's,-31.6229,29.5448,21.69,75,90,8.11,ZA,1698416544
469,fuglafjordur,62.244,-6.814,8.26,76,99,10.35,FO,1698416544
470,cadale,2.7603,46.3222,28.54,72,100,4.09,SO,1698416545
471,baracoa,20.3467,-74.4958,27.99,60,74,5.06,CU,1698416545
472,salcininkai,54.3,25.3833,3.24,91,94,1.95,LT,1698416545
473,oral,51.2333,51.3667,0.99,100,100,8.0,KZ,1698416545
474,pangai,-19.8,-174.35,23.37,72,0,8.04,TO,1698416545
475,gazojak,41.1875,61.4036,19.92,34,100,4.67,TM,1698416545
476,dhidhdhoo,6.8833,73.1,28.46,73,69,4.14,MV,1698416545
477,livani,56.3543,26.1758,0.0,94,100,2.09,LV,1698416546
478,mount isa,-20.7333,139.5,21.11,9,1,6.04,AU,1698416546
479,loa janan,-0.583,117.095,23.79,94,23,0.78,ID,1698416546
480,margate,51.3813,1.3862,15.39,73,99,1.34,GB,1698416439
481,colonia,50.9333,6.95,14.12,87,75,2.06,DE,1698416326
482,shady hollow,30.1649,-97.8622,25.51,92,100,3.6,US,1698416546
483,nouadhibou,20.931,-17.0347,25.99,61,0,7.2,MR,1698416546
484,saipan,15.1355,145.701,26.39,94,100,1.54,MP,1698416546
485,tromso,69.6496,18.957,1.01,69,0,0.0,NO,1698416340
486,beatrice,40.2681,-96.747,2.88,69,75,10.29,US,1698416547
487,turpan,42.9333,89.1667,17.67,30,10,1.45,CN,1698416520
488,bail-hongal,15.8167,74.8667,25.58,36,8,3.63,IN,1698416547
489,kikwit,-5.041,18.8162,28.3,61,98,2.44,CD,1698416547
490,skoghall,59.3232,13.4655,2.31,69,100,4.63,SE,1698416299
491,dryden,49.7833,-92.7503,-1.84,93,100,3.09,CA,1698416547
492,oyo,7.85,3.9333,32.51,44,2,1.46,NG,1698416547
493,el alto,-4.2714,-81.2147,21.81,72,100,4.44,PE,1698416548
494,bor,56.3567,44.0669,0.0,94,100,5.73,RU,1698416548
495,santa terezinha,-29.9002,-50.0904,20.28,71,0,6.83,BR,1698416548
496,chegdomyn,51.1167,133.0167,-3.29,68,2,0.1,RU,1698416548
497,chinhoyi,-17.3667,30.2,33.86,14,2,3.77,ZW,1698416548
498,midvagur,62.0511,-7.1939,8.46,66,75,4.63,FO,1698416548
499,terrace,54.5163,-128.6035,-3.05,74,20,3.6,CA,1698416548
500,olyokminsk,60.3736,120.4264,2.29,92,100,2.95,RU,1698416548
501,enewetak,11.3474,162.3373,28.64,73,75,4.02,MH,1698416549
502,kirillov,59.863,38.3813,-2.79,65,100,4.29,RU,1698416549
503,bethanie,-26.4833,17.15,33.38,9,74,7.5,NA,1698416549
504,el dorado,38.7666,-120.5177,7.05,67,2,1.34,US,1698416549
505,wuhai,39.6647,106.8122,13.7,30,0,0.47,CN,1698416549
506,pimenta bueno,-11.6725,-61.1936,33.89,42,100,3.32,BR,1698416507
507,happy valley-goose bay,53.3168,-60.3315,1.17,69,40,2.06,CA,1698416550
508,touros,-5.1989,-35.4608,30.58,57,37,6.74,BR,1698416267
509,muktagacha,24.7667,90.2333,22.93,71,0,3.36,BD,1698416550
510,memari,23.2,88.1167,25.19,50,2,0.49,IN,1698416550
511,napanee,44.2501,-76.9494,18.81,79,54,5.5,CA,1698416550
512,sullivan,36.5168,-82.5332,19.38,75,75,0.0,US,1698416550
513,gejiu,23.306,103.1635,12.19,95,42,1.67,CN,1698416550
514,santana,-0.0583,-51.1817,33.1,58,40,4.63,BR,1698416551
515,borda da mata,-22.2742,-46.1653,25.79,66,99,2.35,BR,1698416551
516,pariaman,-0.619,100.12,27.03,88,68,1.97,ID,1698416551
517,valente,-11.4122,-39.4619,33.98,33,20,3.12,BR,1698416551
518,hartford,41.7668,-72.7662,21.28,72,0,1.54,US,1698416551
519,santiago de chuco,-8.15,-78.1833,13.88,71,88,0.35,PE,1698416551
520,chazuta,-6.5742,-76.1367,27.47,57,99,0.5,PE,1698416551
521,ambon,-3.6954,128.1814,26.6,95,40,4.12,ID,1698416552
522,barah,13.7,30.3667,33.82,23,100,0.42,SD,1698416552
523,inarajan village,13.2736,144.7484,27.54,96,100,3.49,GU,1698416552
524,helena valley west central,46.6629,-112.0604,-9.51,88,100,3.6,US,1698416552
525,kayes,14.0,-11.0,36.61,21,28,0.53,ML,1698416552
526,changji,44.0167,87.3167,13.44,44,0,4.0,CN,1698416552
527,waiuku,-37.25,174.75,13.44,56,100,2.7,NZ,1698416552
528,calabozo,8.9242,-67.4293,29.27,67,100,2.21,VE,1698416553
529,makhambet,47.6667,51.5833,13.75,93,100,4.51,KZ,1698416553
530,newport,51.5877,-2.9984,14.98,83,95,3.67,GB,1698416553
531,isabela,6.7085,121.9711,26.17,86,75,1.17,PH,1698416553
532,bonthe,7.5264,-12.505,29.0,71,37,3.0,SL,1698416553
533,jianguang,28.1938,115.7836,19.93,76,82,1.23,CN,1698416553
534,kolokani,13.5728,-8.0339,37.36,14,60,2.04,ML,1698416553
535,zilair,52.2332,57.4392,-2.17,64,100,5.25,RU,1698416554
536,stargard,53.3367,15.0499,10.26,77,100,3.33,PL,1698416554
537,shatsk,54.0258,41.7119,-1.86,94,100,5.26,RU,1698416554
538,mejit,10.2753,170.8646,27.88,77,45,3.73,MH,1698416554
539,thakhek,17.4103,104.8307,26.06,92,26,1.45,LA,1698416554
540,rujewa,-8.7,34.3833,32.92,21,75,6.32,TZ,1698416554
541,villa general belgrano,-31.9754,-64.5559,25.73,41,0,2.79,AR,1698416555
542,palikir - national government center,6.9248,158.1611,22.41,94,40,1.54,FM,1698416555
543,krivosheino,57.3431,83.9261,-3.46,84,100,7.21,RU,1698416555
544,palopo,-2.9996,120.1921,24.69,65,9,2.4,ID,1698416555
545,orlov,58.5395,48.8917,-2.64,68,100,2.9,RU,1698416492
546,alderetes,-26.8167,-65.1333,20.95,88,75,1.54,AR,1698416555
547,prainha,-1.8,-53.48,33.88,39,42,2.66,BR,1698416555
548,barra de santo antonio,-9.4047,-35.5072,32.6,60,29,5.97,BR,1698416555
549,fuerte olimpo,-21.0415,-57.8738,36.12,38,33,5.35,PY,1698416556
550,charters towers,-20.1,146.2667,19.48,75,5,4.34,AU,1698416556
551,hammerfest,70.6634,23.6821,-3.75,80,20,1.54,NO,1698416556
552,nguigmi,14.2495,13.1092,34.41,17,13,2.11,NE,1698416556
553,evansville,37.9748,-87.5558,22.02,77,75,3.09,US,1698416556
554,howard springs,-12.497,131.047,29.9,86,35,1.88,AU,1698416556
555,khorramshahr,30.4397,48.1664,30.98,27,0,4.12,IR,1698416428
556,boa esperanca do sul,-21.9925,-48.3908,30.23,55,69,3.17,BR,1698416557
557,wetaskiwin,52.9668,-113.3687,-8.29,94,78,3.33,CA,1698416557
558,indore,22.7179,75.8333,26.1,31,7,2.06,IN,1698416557
559,zaozersk,69.4005,32.4476,-3.92,96,100,1.75,RU,1698416557
560,kenora,49.8167,-94.4337,-1.46,93,100,4.12,CA,1698416557
561,tuba city,36.135,-111.2399,9.56,75,0,1.11,US,1698416557
562,an nuhud,12.7,28.4333,33.41,32,100,1.43,SD,1698416557
